Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, MagX, MagY, MagZ, LinAccX, LinAccY, LinAccZ, GRV1, GRV2, GRV3 ,GRV4 ,ROT1, ROT2, ROT3, ROT4, Pressure, Temperature
509948, -2.38671875, -6.52734375, 7.02734375, -0.0390625, 0.04296875, 0.04296875, 18.8125, 19.6875, -25.1875, 0.01953125, 0.13671875, 0.02734375, -1.10888671875, -1.059814453125, 3.27978515625, 1.7001953125, -0.316162109375, -0.22357177734375, 0.756103515625, 0.52764892578125, 1015.93408203125, 31.14190673828125
510158, -2.578125, -6.60546875, 7.02734375, 0.005859375, -0.005859375, 0.08984375, 19.25, 19.6875, -25.9375, -0.0703125, 0.05859375, 0.05859375, -1.1533203125, -1.009765625, 3.22119140625, 1.809326171875, -0.31793212890625, -0.2222900390625, 0.757080078125, 0.52569580078125, 1015.93408203125, 31.14190673828125
510257, -2.6953125, -6.6796875, 6.98828125, 0.060546875, 0.001953125, -0.021484375, 18.375, 18.75, -26.0, 0.11328125, 0.20703125, -0.10546875, -1.1611328125, -1.004150390625, 3.220947265625, 1.807861328125, -0.31829833984375, -0.221923828125, 0.758056640625, 0.52423095703125, 1015.93408203125, 31.14190673828125
510358, -2.46484375, -6.796875, 7.1796875, -0.125, -0.14453125, -0.099609375, 17.3125, 20.625, -26.0625, 0.1640625, 0.265625, -0.1328125, -1.16650390625, -1.0009765625, 3.226806640625, 1.795654296875, -0.31646728515625, -0.2264404296875, 0.75653076171875, 0.52557373046875, 1015.93408203125, 31.14190673828125
510458, -2.3125, -6.375, 6.8359375, 0.08984375, 0.01953125, 0.013671875, 17.9375, 18.8125, -25.25, -0.02734375, -0.12890625, 0.07421875, -1.165771484375, -1.008056640625, 3.230224609375, 1.7861328125, -0.31640625, -0.22613525390625, 0.75653076171875, 0.5257568359375, 1015.93408203125, 31.14190673828125
510558, -2.54296875, -6.87109375, 7.0625, -0.037109375, -0.06640625, -0.013671875, 17.4375, 19.4375, -25.6875, -0.12890625, -0.18359375, 0.09375, -1.169677734375, -1.004150390625, 3.22216796875, 1.800537109375, -0.316650390625, -0.223876953125, 0.75726318359375, 0.5255126953125, 1015.93408203125, 31.14190673828125
510729, -2.46484375, -6.7578125, 7.0625, -0.08203125, -0.0390625, -0.0390625, 17.9375, 19.6875, -25.25, 0.1171875, 0.19140625, 0.00390625, -1.16748046875, -1.005126953125, 3.228515625, 1.789794921875, -0.3167724609375, -0.2232666015625, 0.7567138671875, 0.5264892578125, 1015.92138671875, 31.129364013671875
511008, -2.38671875, -6.6796875, 7.02734375, 0.068359375, 0.03125, 0.029296875, 17.75, 19.6875, -27.1875, 0.07421875, -0.0234375, 0.03515625, -1.16943359375, -1.00439453125, 3.225341796875, 1.79443359375, -0.31732177734375, -0.22113037109375, 0.7578125, 0.5255126953125, 1015.92138671875, 31.129364013671875
511108, -2.578125, -6.640625, 7.02734375, -0.060546875, 0.05078125, 0.123046875, 19.3125, 18.75, -25.9375, -0.0625, -0.0078125, 0.04296875, -1.17333984375, -0.999267578125, 3.21875, 1.806640625, -0.3189697265625, -0.22064208984375, 0.76043701171875, 0.5208740234375, 1015.92138671875, 31.129364013671875
511211, -2.65625, -6.60546875, 6.94921875, -0.142578125, -0.09765625, -0.02734375, 19.6875, 18.4375, -26.6875, 0.0234375, 0.41015625, -0.1484375, -1.188232421875, -0.98193359375, 3.208984375, 1.823974609375, -0.32086181640625, -0.2183837890625, 0.76251220703125, 0.51763916015625, 1015.92138671875, 31.129364013671875
511329, -2.80859375, -6.7578125, 7.02734375, -0.005859375, 0.056640625, 0.017578125, 18.8125, 19.0625, -25.625, -0.09375, 0.01171875, -0.00390625, -1.195556640625, -0.974365234375, 3.20166015625, 1.8359375, -0.321044921875, -0.21905517578125, 0.76220703125, 0.5177001953125, 1015.92138671875, 31.129364013671875
511429, -2.6953125, -6.56640625, 6.94921875, 0.001953125, -0.02734375, -0.04296875, 19.125, 19.0625, -27.4375, -0.0703125, 0.07421875, 0.00390625, -1.19580078125, -0.976806640625, 3.213623046875, 1.8134765625, -0.32183837890625, -0.219970703125, 0.76153564453125, 0.51776123046875, 1015.92138671875, 31.129364013671875
511671, -2.6953125, -6.52734375, 6.98828125, -0.1171875, -0.0546875, -0.076171875, 18.875, 18.4375, -25.625, -0.12890625, 0.08984375, -0.07421875, -1.189697265625, -0.994384765625, 3.252197265625, 1.7373046875, -0.32293701171875, -0.2193603515625, 0.763427734375, 0.51458740234375, 1015.9296875, 31.129364013671875
511780, -2.65625, -6.6796875, 6.98828125, 0.00390625, -0.005859375, -0.0703125, 19.625, 19.3125, -26.6875, -0.0234375, -0.015625, 0.06640625, -1.194580078125, -0.988525390625, 3.24365234375, 1.753173828125, -0.32269287109375, -0.22100830078125, 0.762451171875, 0.51544189453125, 1015.9296875, 31.129364013671875
511878, -2.6953125, -6.60546875, 7.02734375, -0.07421875, -0.09765625, -0.115234375, 19.25, 18.75, -26.0, -0.0703125, 0.05078125, 0.10546875, -1.200927734375, -0.9833984375, 3.232666015625, 1.772216796875, -0.3221435546875, -0.22149658203125, 0.76068115234375, 0.5181884765625, 1015.927490234375, 31.11224365234375
511978, -2.65625, -6.87109375, 7.02734375, 0.099609375, -0.0078125, -0.0859375, 18.375, 18.75, -25.6875, 0.10546875, 0.2734375, -0.125, -1.20703125, -0.976318359375, 3.21875, 1.797119140625, -0.31890869140625, -0.22320556640625, 0.7593994140625, 0.52130126953125, 1015.927490234375, 31.11224365234375
512198, -2.46484375, -6.640625, 7.02734375, 0.001953125, -0.013671875, 0.033203125, 18.1875, 19.0625, -27.5625, 0.05078125, 0.015625, 0.06640625, -1.1787109375, -1.011474609375, 3.25244140625, 1.73486328125, -0.3170166015625, -0.22381591796875, 0.76068115234375, 0.52032470703125, 1015.927490234375, 31.11224365234375
512397, -2.46484375, -6.60546875, 6.98828125, 0.001953125, -0.0078125, -0.033203125, 19.125, 18.75, -27.875, 0.04296875, -0.078125, 0.0859375, -1.163818359375, -1.021728515625, 3.263427734375, 1.71826171875, -0.31640625, -0.22369384765625, 0.76025390625, 0.52142333984375, 1015.927490234375, 31.11224365234375
512510, -2.46484375, -6.6796875, 7.02734375, 0.013671875, -0.017578125, -0.00390625, 18.25, 19.375, -27.1875, 0.03515625, -0.0390625, 0.05078125, -1.16015625, -1.022216796875, 3.260986328125, 1.724853515625, -0.31622314453125, -0.2236328125, 0.7603759765625, 0.52142333984375, 1015.927490234375, 31.11224365234375
512610, -2.46484375, -6.640625, 6.98828125, 0.01171875, 0.01953125, -0.001953125, 17.3125, 18.8125, -27.25, -0.03515625, 0.0, -0.00390625, -1.1494140625, -1.031005859375, 3.271728515625, 1.706787109375, -0.31591796875, -0.22357177734375, 0.76043701171875, 0.521484375, 1015.927490234375, 31.11224365234375
512709, -2.46484375, -6.60546875, 6.98828125, 0.01953125, 0.0, -0.00390625, 17.9375, 19.4375, -25.25, 0.00390625, 0.02734375, -0.01171875, -1.149169921875, -1.029052734375, 3.268798828125, 1.71337890625, -0.31549072265625, -0.22320556640625, 0.760498046875, 0.52178955078125, 1015.954345703125, 31.11224365234375
512810, -2.46484375, -6.60546875, 6.98828125, -0.03515625, -0.0078125, -0.009765625, 19.75, 19.0625, -26.0, -0.00390625, 0.01953125, -0.01171875, -1.16748046875, -1.005615234375, 3.2333984375, 1.780517578125, -0.31536865234375, -0.22320556640625, 0.760498046875, 0.5218505859375, 1015.952392578125, 31.0999755859375
512911, -2.46484375, -6.60546875, 6.98828125, -0.01171875, -0.00390625, -0.009765625, 18.3125, 18.75, -26.4375, -0.01171875, 0.02734375, -0.01953125, -1.16455078125, -1.008056640625, 3.23681640625, 1.775146484375, -0.31488037109375, -0.22320556640625, 0.7606201171875, 0.52203369140625, 1015.952392578125, 31.0999755859375
513152, -2.42578125, -6.6796875, 7.02734375, -0.0078125, -0.033203125, -0.021484375, 18.3125, 19.375, -26.0625, -0.01171875, -0.0546875, 0.0546875, -1.155029296875, -1.015869140625, 3.248779296875, 1.7548828125, -0.31414794921875, -0.22235107421875, 0.7607421875, 0.52264404296875, 1015.952392578125, 31.0999755859375
513259, -2.38671875, -6.52734375, 6.98828125, -0.0078125, 0.005859375, 0.00390625, 17.9375, 18.8125, -25.6875, -0.01171875, 0.12890625, -0.11328125, -1.16552734375, -1.001953125, 3.2275390625, 1.794677734375, -0.31414794921875, -0.2220458984375, 0.76092529296875, 0.5224609375, 1015.952392578125, 31.0999755859375
513459, -2.54296875, -6.640625, 7.02734375, 0.009765625, 0.029296875, -0.009765625, 18.1875, 18.4375, -27.9375, 0.01953125, 0.01171875, 0.01171875, -1.16845703125, -0.99755859375, 3.223388671875, 1.802734375, -0.31390380859375, -0.22235107421875, 0.76080322265625, 0.52264404296875, 1015.952392578125, 31.0999755859375
513576, -2.46484375, -6.640625, 7.02734375, -0.0078125, -0.029296875, -0.0078125, 17.75, 19.0625, -27.625, 0.02734375, 0.05078125, -0.02734375, -1.161865234375, -1.004150390625, 3.235595703125, 1.781005859375, -0.3138427734375, -0.2225341796875, 0.7608642578125, 0.5225830078125, 1015.952392578125, 31.0999755859375
513678, -2.42578125, -6.640625, 7.02734375, 0.009765625, -0.001953125, -0.0234375, 18.3125, 18.4375, -26.4375, -0.02734375, 0.05859375, 0.01953125, -1.161865234375, -1.00439453125, 3.235595703125, 1.781005859375, -0.31390380859375, -0.22247314453125, 0.76068115234375, 0.52276611328125, 1015.982421875, 31.0999755859375
513815, -2.46484375, -6.60546875, 6.98828125, -0.060546875, -0.0078125, -0.013671875, 18.0625, 19.6875, -28.6875, -0.05078125, 0.03515625, -0.03515625, -1.1416015625, -1.026123046875, 3.268798828125, 1.72021484375, -0.31353759765625, -0.2242431640625, 0.76019287109375, 0.52301025390625, 1015.98046875, 31.08795166015625
513915, -2.38671875, -6.640625, 7.02734375, -0.041015625, -0.005859375, 0.001953125, 17.9375, 19.125, -25.3125, 0.03515625, 0.0, 0.01953125, -1.150146484375, -1.01806640625, 3.251708984375, 1.751220703125, -0.31378173828125, -0.22430419921875, 0.7601318359375, 0.52294921875, 1015.98046875, 31.08795166015625
514057, -2.50390625, -6.640625, 7.02734375, -0.037109375, 0.017578125, 0.017578125, 17.9375, 19.125, -25.25, -0.05078125, 0.015625, 0.03515625, -1.16552734375, -1.003173828125, 3.225341796875, 1.7978515625, -0.31549072265625, -0.22369384765625, 0.75982666015625, 0.5225830078125, 1015.98046875, 31.08795166015625
514161, -2.38671875, -6.640625, 7.02734375, -0.03125, -0.017578125, -0.01171875, 17.3125, 18.5, -27.25, 0.06640625, 0.05859375, 0.00390625, -1.1669921875, -1.00341796875, 3.2216796875, 1.803466796875, -0.3148193359375, -0.225830078125, 0.75921630859375, 0.52301025390625, 1015.98046875, 31.08795166015625
514260, -2.2734375, -6.52734375, 7.140625, -0.19921875, 0.078125, -0.1328125, 18.3125, 20.0, -26.0625, 0.1171875, -0.26953125, 0.625, -1.173828125, -0.99072265625, 3.203369140625, 1.83837890625, -0.31280517578125, -0.218994140625, 0.75360107421875, 0.5350341796875, 1015.98046875, 31.08795166015625
514360, -0.01171875, -5.0703125, 7.41015625, -1.376953125, -0.27734375, 0.01171875, 20.6875, 16.875, -27.0625, 0.80859375, 1.125, 0.20703125, -1.15869140625, -0.96044921875, 3.234619140625, 1.808837890625, -0.31024169921875, -0.16070556640625, 0.76202392578125, 0.54522705078125, 1015.98046875, 31.08795166015625
514755, -3.0390625, -5.875, 7.41015625, -0.552734375, 0.013671875, 0.197265625, 19.3125, 15.0625, -27.5625, 0.0078125, -0.046875, -0.01953125, -1.16552734375, -0.853759765625, 3.279541015625, 1.77685546875, -0.31536865234375, -0.162109375, 0.76385498046875, 0.539306640625, 1015.987060546875, 31.063720703125
514855, -3.0390625, -5.76171875, 7.37109375, 0.046875, 0.0078125, -0.005859375, 20.4375, 14.4375, -25.5625, -0.0625, -0.125, 0.1796875, -1.16943359375, -0.831787109375, 3.28369140625, 1.777099609375, -0.31591796875, -0.16168212890625, 0.7642822265625, 0.5384521484375, 1015.98388671875, 31.063720703125
514957, -3.0390625, -5.875, 7.4453125, -0.0546875, 0.00390625, 0.029296875, 20.3125, 15.6875, -26.3125, 0.0390625, -0.0546875, 0.03125, -1.1826171875, -0.802490234375, 3.263427734375, 1.81884765625, -0.31646728515625, -0.1612548828125, 0.76483154296875, 0.5374755859375, 1015.98388671875, 31.063720703125
515059, -3.0390625, -5.875, 7.484375, 0.0234375, 0.009765625, 0.025390625, 20.6875, 15.625, -27.4375, 0.0078125, -0.01953125, 0.03125, -1.19287109375, -0.7802734375, 3.24462890625, 1.85498046875, -0.31683349609375, -0.16094970703125, 0.765625, 0.53619384765625, 1015.98388671875, 31.063720703125
515160, -3.1171875, -5.72265625, 7.37109375, 0.056640625, 0.009765625, -0.0546875, 20.75, 15.9375, -26.6875, 0.0703125, -0.140625, 0.125, -1.19775390625, -0.767822265625, 3.2373046875, 1.86962890625, -0.31683349609375, -0.16046142578125, 0.7657470703125, 0.53619384765625, 1015.98388671875, 31.063720703125
515329, -3.23046875, -5.80078125, 7.41015625, 0.080078125, 0.013671875, -0.052734375, 21.75, 14.0625, -27.0625, 0.03125, -0.08984375, 0.03125, -1.20458984375, -0.751953125, 3.227294921875, 1.888671875, -0.3153076171875, -0.1568603515625, 0.76629638671875, 0.537353515625, 1015.98388671875, 31.063720703125
515447, -3.1171875, -5.72265625, 7.484375, 0.064453125, 0.01953125, 0.0078125, 21.875, 15.3125, -24.6875, 0.046875, -0.05859375, 0.109375, -1.209228515625, -0.734375, 3.21923828125, 1.90673828125, -0.3157958984375, -0.15667724609375, 0.76654052734375, 0.53680419921875, 1015.98388671875, 31.063720703125
515576, -3.19140625, -5.83984375, 7.484375, 0.0078125, -0.0078125, 0.009765625, 20.375, 14.75, -26.3125, -0.03125, 0.03515625, -0.07421875, -1.20947265625, -0.7333984375, 3.22021484375, 1.905029296875, -0.31591796875, -0.15692138671875, 0.76654052734375, 0.53668212890625, 1015.98388671875, 31.063720703125
515676, -3.19140625, -5.72265625, 7.5234375, 0.068359375, -0.009765625, -0.041015625, 21.875, 15.0, -24.6875, -0.17578125, 0.08984375, -0.05078125, -1.20849609375, -0.728515625, 3.226318359375, 1.8974609375, -0.3150634765625, -0.15521240234375, 0.7664794921875, 0.53765869140625, 1015.962646484375, 31.067718505859375
515877, -3.078125, -5.76171875, 7.5625, 0.041015625, -0.001953125, 0.015625, 20.9375, 14.4375, -25.1875, 0.046875, -0.08203125, 0.0546875, -1.212158203125, -0.72021484375, 3.216796875, 1.9140625, -0.31298828125, -0.15283203125, 0.76690673828125, 0.53900146484375, 1015.962646484375, 31.067718505859375
515978, -3.30859375, -5.5703125, 7.41015625, -0.033203125, 0.005859375, 0.02734375, 19.875, 13.8125, -27.5, -0.22265625, -0.02734375, 0.078125, -1.209716796875, -0.718017578125, 3.223388671875, 1.90576171875, -0.31256103515625, -0.15185546875, 0.76702880859375, 0.53936767578125, 1015.962646484375, 31.067718505859375
516171, -2.96484375, -5.68359375, 7.63671875, -0.080078125, 0.0078125, 0.0078125, 19.9375, 14.125, -26.75, 0.0, 0.1015625, 0.0, -1.182373046875, -0.7412109375, 3.275146484375, 1.823486328125, -0.3133544921875, -0.15240478515625, 0.7672119140625, 0.53851318359375, 1015.962646484375, 31.067718505859375
516306, -3.30859375, -5.609375, 7.37109375, -0.03515625, -0.009765625, -0.005859375, 19.125, 13.875, -25.3125, -0.16796875, 0.0703125, -0.13671875, -1.18115234375, -0.741943359375, 3.27587890625, 1.8232421875, -0.31378173828125, -0.15283203125, 0.767333984375, 0.5379638671875, 1015.962646484375, 31.067718505859375
516406, -3.0, -5.80078125, 7.63671875, -0.044921875, 0.009765625, -0.005859375, 19.9375, 14.4375, -26.0, 0.0703125, 0.078125, -0.015625, -1.17626953125, -0.747802734375, 3.28857421875, 1.80078125, -0.314208984375, -0.15338134765625, 0.766845703125, 0.5382080078125, 1015.962646484375, 31.067718505859375
516505, -3.19140625, -5.76171875, 7.5625, 0.013671875, -0.013671875, -0.021484375, 20.5, 14.125, -25.1875, -0.01953125, -0.05078125, 0.078125, -1.17529296875, -0.753173828125, 3.298828125, 1.7802734375, -0.31549072265625, -0.1539306640625, 0.76727294921875, 0.53668212890625, 1015.962646484375, 31.067718505859375
516635, -3.19140625, -5.76171875, 7.4453125, -0.013671875, 0.013671875, 0.009765625, 19.375, 13.5625, -27.875, -0.01171875, -0.04296875, -0.0234375, -1.1728515625, -0.756103515625, 3.302978515625, 1.77294921875, -0.31591796875, -0.15386962890625, 0.76776123046875, 0.53582763671875, 1015.99267578125, 31.067718505859375
516735, -3.23046875, -5.72265625, 7.5625, -0.017578125, 0.00390625, -0.03125, 19.625, 14.8125, -24.5, -0.05078125, -0.01171875, 0.0859375, -1.181640625, -0.74658203125, 3.2880859375, 1.798583984375, -0.31591796875, -0.15386962890625, 0.76739501953125, 0.5362548828125, 1015.99267578125, 31.067718505859375
516894, -3.23046875, -5.609375, 7.4453125, -0.0078125, -0.015625, -0.009765625, 19.875, 14.4375, -26.75, -0.03515625, 0.0703125, -0.0390625, -1.167236328125, -0.77001953125, 3.32373046875, 1.731201171875, -0.31536865234375, -0.15277099609375, 0.76806640625, 0.53594970703125, 1015.99267578125, 31.067718505859375
517146, -3.23046875, -5.72265625, 7.5625, 0.013671875, 0.001953125, 0.02734375, 20.875, 13.8125, -26.6875, -0.02734375, -0.05078125, 0.0390625, -1.168212890625, -0.769287109375, 3.324951171875, 1.728759765625, -0.31549072265625, -0.15234375, 0.7681884765625, 0.53582763671875, 1015.99267578125, 31.067718505859375
